11977,"Edmund Franklin ""Ed"" Black",Male,23,18-25,178,75,USA,1928,Athletics,Athletics Men's Hammer Throw,Bronze
9829,David Sagitovich Belyavsky,Male,24,18-25,165,55,RUS,2016,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
9832,Sergey Nikolayevich Belyayev,Male,36,Over 30,,,KAZ,1996,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
9832,Sergey Nikolayevich Belyayev,Male,36,Over 30,,,KAZ,1996,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",Female,22,18-25,183,60,BLR,2012,Tennis,Tennis Women's Singles,Bronze
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",Female,22,18-25,183,60,BLR,2012,Tennis,Tennis Mixed Doubles,Gold
6299,Yelena Yuryevna Azarova,Female,27,25-30,165,64,RUS,2000,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6299,Yelena Yuryevna Azarova,Female,31,Over 30,165,64,RUS,2004,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6300,Albert Azaryan,Male,27,25-30,174,72,URS,1956,Gymnastics,Gymnastics Men's Team All-Around,Gold
6300,Albert Azaryan,Male,27,25-30,174,72,URS,1956,Gymnastics,Gymnastics Men's Rings,Gold
3990,Sune Isidor Andersson,Male,27,25-30,,,SWE,1948,Football,Football Men's Football,Gold
3993,Thure Elof Andersson,Male,29,25-30,,,SWE,1936,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
3996,"Kletus Vilhelm ""Wille"" Andersson",Male,21,18-25,,,SWE,1912,Water Polo,Water Polo Men's Water Polo,Silver
3996,"Kletus Vilhelm ""Wille"" Andersson",Male,29,25-30,,,SWE,1920,Water Polo,Water Polo Men's Water Polo,Bronze
11981,John Hutchison Black,Male,41,Over 30,,,CAN,1924,Shooting,"Shooting Men's Trap, Team",Silver
11982,"Kimberly A. ""Kim"" Black",Female,21,18-25,168,60,USA,2000,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
11983,"Lawrence Jeffery ""Larry"" Black",Male,21,18-25,186,80,USA,1972,Athletics,Athletics Men's 200 metres,Silver
11983,"Lawrence Jeffery ""Larry"" Black",Male,21,18-25,186,80,USA,1972,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
11986,Marilyn Mary Black (-Vassella),Female,20,18-25,165,55,AUS,1964,Athletics,Athletics Women's 200 metres,Bronze
11988,Roger Anthony Black,Male,26,25-30,190,79,GBR,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
11988,Roger Anthony Black,Male,30,25-30,190,79,GBR,1996,Athletics,Athletics Men's 400 metres,Silver
11988,Roger Anthony Black,Male,30,25-30,190,79,GBR,1996,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
6300,Albert Azaryan,Male,31,Over 30,174,72,URS,1960,Gymnastics,Gymnastics Men's Team All-Around,Silver
6300,Albert Azaryan,Male,31,Over 30,174,72,URS,1960,Gymnastics,Gymnastics Men's Rings,Gold
6301,Eduard Azaryan,Male,22,18-25,175,68,URS,1980,Gymnastics,Gymnastics Men's Team All-Around,Gold
13067,"Rudolf ""Rudi"" Bommer",Male,31,Over 30,186,73,FRG,1988,Football,Football Men's Football,Bronze
13069,Roberto Bomprezzi,Male,29,25-30,,,ITA,1992,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
13071,Naftali Bon,Male,23,18-25,177,61,KEN,1968,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
13076,Duje Bonai,Male,23,18-25,,,YUG,1952,Rowing,Rowing Men's Coxless Fours,Gold
10804,Kevin John Berry,Male,19,18-25,172,71,AUS,1964,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
11993,Black Eagle,Male,,,,,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Bronze
11994,Black Hawk,Male,,,,,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Bronze
11995,Julie Lynne Black-Burns Richards,Female,33,Over 30,170,54,USA,2004,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
11996,Jasper Roy Blackall,Male,36,Over 30,,,GBR,1956,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
5233,Virginie Arnold,Female,28,25-30,155,50,FRA,2008,Archery,Archery Women's Team,Bronze
4007,Soslan Petrovich Andiyev,Male,24,18-25,194,125,URS,1976,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
4007,Soslan Petrovich Andiyev,Male,28,25-30,194,125,URS,1980,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
297,Lala Abdul Rashid,Male,38,Over 30,169,91,PAK,1960,Hockey,Hockey Men's Hockey,Gold
298,Muhammad Abdul Rashid,Male,23,18-25,181,72,PAK,1964,Hockey,Hockey Men's Hockey,Silver
13079,Ozren Bonai,Male,22,18-25,196,110,YUG,1964,Water Polo,Water Polo Men's Water Polo,Silver
13079,Ozren Bonai,Male,26,25-30,196,110,YUG,1968,Water Polo,Water Polo Men's Water Polo,Gold
13084,Umberto Bonad,Male,19,18-25,,,ITA,1928,Rowing,Rowing Men's Coxless Fours,Bronze
2909,"Ian Alistair ""Al"" Allison",Male,27,25-30,,,CAN,1936,Basketball,Basketball Men's Basketball,Silver
2915,"Edward Percival ""Percy"" Allman-Smith",Male,21,18-25,,,GBR,1908,Hockey,Hockey Men's Hockey,Silver
2917,Antonio Allocchio,Male,31,Over 30,,,ITA,1920,Fencing,"Fencing Men's epee, Team",Gold
17364,Giampaolo Calanchini,Male,23,18-25,178,73,ITA,1960,Fencing,"Fencing Men's Sabre, Team",Bronze
17364,Giampaolo Calanchini,Male,27,25-30,178,73,ITA,1964,Fencing,"Fencing Men's Sabre, Team",Silver
17366,Sal Horacio Calandra,Male,23,18-25,,,ARG,1928,Football,Football Men's Football,Silver
17369,Wladimiro Calarese,Male,29,25-30,169,77,ITA,1960,Fencing,"Fencing Men's Sabre, Individual",Bronze
17369,Wladimiro Calarese,Male,29,25-30,169,77,ITA,1960,Fencing,"Fencing Men's Sabre, Team",Bronze
17369,Wladimiro Calarese,Male,34,Over 30,169,77,ITA,1964,Fencing,"Fencing Men's Sabre, Team",Silver
17369,Wladimiro Calarese,Male,38,Over 30,169,77,ITA,1968,Fencing,"Fencing Men's Sabre, Team",Silver
5242,Fernand Clment Arnout,Male,28,25-30,,,FRA,1928,Weightlifting,Weightlifting Men's Lightweight,Bronze
5245,Emilie Hegh Arntzen,Female,22,18-25,183,78,NOR,2016,Handball,Handball Women's Handball,Bronze
14046,Hassiba Boulmerka,Female,24,18-25,158,49,ALG,1992,Athletics,"Athletics Women's 1,500 metres",Gold
14053,"Jack Gardner ""Gard"" Boultbee",Male,25,18-25,,,CAN,1932,Sailing,Sailing Mixed 6 metres,Bronze
5256,Ivar Mauritz Aronsson,Male,28,25-30,,,SWE,1956,Rowing,Rowing Men's Coxed Fours,Silver
7491,Klra Bnfalvi-Fried,Female,29,25-30,172,76,HUN,1960,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
7494,Bang Dae-Du,Male,29,25-30,159,52,KOR,1984,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Bronze
17371,Attilio Calatroni,Male,26,25-30,174,63,ITA,1976,Fencing,"Fencing Men's Foil, Team",Silver
17374,Alessandro Calcaterra,Male,21,18-25,187,102,ITA,1996,Water Polo,Water Polo Men's Water Polo,Bronze
17375,Roberto Calcaterra,Male,24,18-25,186,90,ITA,1996,Water Polo,Water Polo Men's Water Polo,Bronze
17378,Gianni Caldana,Male,22,18-25,180,70,ITA,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
17379,Paolo Caldarella,Male,27,25-30,187,88,ITA,1992,Water Polo,Water Polo Men's Water Polo,Gold
7504,Bang Su-Hyeon,Female,19,18-25,,,KOR,1992,Badminton,Badminton Women's Singles,Silver
7504,Bang Su-Hyeon,Female,23,18-25,,,KOR,1996,Badminton,Badminton Women's Singles,Gold
10830,Paul Ludvig Laurits Berth,Male,22,18-25,,,DEN,1912,Football,Football Men's Football,Silver
10834,Nicolas Joseph Flix Berthelot,Male,24,18-25,178,69,FRA,1988,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver
9848,Rhadi Ben Abdesselam,Male,31,Over 30,180,65,MAR,1960,Athletics,Athletics Men's Marathon,Silver
8618,Roberto Battaglia,Male,43,Over 30,,,ITA,1952,Fencing,"Fencing Men's epee, Team",Gold
8620,Edward Battel,Male,,,,,GBR,1896,Cycling,"Cycling Men's Road Race, Individual",Bronze
8623,"Guinevere ""Guin"" Batten",Female,32,Over 30,172,74,GBR,2000,Rowing,Rowing Women's Quadruple Sculls,Silver
8624,"Jane Kimberley ""Kim"" Batten",Female,27,25-30,170,57,USA,1996,Athletics,Athletics Women's 400 metres Hurdles,Silver
8626,Miriam Batten (-Luke),Female,35,Over 30,174,70,GBR,2000,Rowing,Rowing Women's Quadruple Sculls,Silver
8629,"James Stewart ""Jim"" Battersby",Male,25,18-25,195,90,AUS,1984,Rowing,Rowing Men's Coxed Eights,Bronze
10838,Nils Berthelsen,Male,32,Over 30,,,NOR,1912,Sailing,Sailing Mixed 12 metres,Gold
10852,Walter Helmut Berthold,Male,25,18-25,,,GER,1936,Handball,Handball Men's Handball,Gold
13091,Marco Bonamico,Male,23,18-25,200,94,ITA,1980,Basketball,Basketball Men's Basketball,Silver
9864,Larbi Ben Boudaoud,Male,26,25-30,170,66,FRA,2000,Judo,Judo Men's Half-Lightweight,Silver
1561,Mobolade Abimbola Ajomale,Male,20,18-25,180,62,CAN,2016,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1564,Chioma Ajunwa (-Opara),Female,24,18-25,164,57,NGR,1996,Athletics,Athletics Women's Long Jump,Gold
14058,"Cornelia ""Kea"" Bouman (-Tiedemann)",Female,20,18-25,,,NED,1924,Tennis,Tennis Mixed Doubles,Bronze
14059,"Pieter ""Piet"" Bouman, Jr.",Male,19,18-25,,,NED,1912,Football,Football Men's Football,Bronze
4013,Kenkichi Ando,Male,26,25-30,154,59,JPN,1976,Weightlifting,Weightlifting Men's Bantamweight,Bronze
4014,Kozue Ando,Female,30,25-30,164,57,JPN,2012,Football,Football Women's Football,Silver
4018,Misako Ando,Female,29,25-30,163,60,JPN,2000,Softball,Softball Women's Softball,Silver
4021,Yuya Ando,Male,26,25-30,183,89,JPN,2004,Baseball,Baseball Men's Baseball,Bronze
8632,Thomas Sydney Battersby,Male,20,18-25,,,GBR,1908,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
8632,Thomas Sydney Battersby,Male,24,18-25,,,GBR,1912,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
8635,Walter Whall Battiss,Male,42,Over 30,,,RSA,1948,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Male,25,18-25,185,81,GBR,1984,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Male,33,Over 30,185,81,GBR,1992,Athletics,Athletics Men's 400 metres Hurdles,Bronze
1569,Kriss Kezie Uche Chukwu Duru Akabusi,Male,33,Over 30,185,81,GBR,1992,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
1574,Kosei Akaishi,Male,19,18-25,172,74,JPN,1984,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
1574,Kosei Akaishi,Male,27,25-30,172,74,JPN,1992,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
14076,"Anastasios ""Tasos"" Bountouris",Male,24,18-25,186,103,GRE,1980,Sailing,Sailing Mixed Three Person Keelboat,Bronze
4029,Manuel ngel Andrada,Male,46,Over 30,,,ARG,1936,Polo,Polo Men's Polo,Gold
4030,Jorge Luiz Andrade da Silva,Male,31,Over 30,170,72,BRA,1988,Football,Football Men's Football,Silver
12003,Michael James Blackburn,Male,30,25-30,178,78,AUS,2000,Sailing,Sailing Mixed One Person Dinghy,Bronze
2929,Lynne Marie Allsup (-Olson),Female,15,Under 18,163,59,USA,1964,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
2930,Carmela Allucci,Female,34,Over 30,167,60,ITA,2004,Water Polo,Water Polo Women's Water Polo,Gold
8638,Stefano Battistelli,Male,18,18-25,176,61,ITA,1988,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
8638,Stefano Battistelli,Male,22,18-25,176,61,ITA,1992,Swimming,Swimming Men's 200 metres Backstroke,Bronze
8639,Romano Battisti,Male,25,18-25,190,91,ITA,2012,Rowing,Rowing Men's Double Sculls,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,Female,21,18-25,184,82,EUN,1992,Volleyball,Volleyball Women's Volleyball,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,Female,29,25-30,184,82,RUS,2000,Volleyball,Volleyball Women's Volleyball,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,Female,33,Over 30,184,82,RUS,2004,Volleyball,Volleyball Women's Volleyball,Silver
17388,"David ""Dave"" Calder",Male,30,25-30,195,90,CAN,2008,Rowing,Rowing Men's Coxless Pairs,Silver
10859,Lszl Berti (Berty),Male,36,Over 30,,,HUN,1912,Fencing,"Fencing Men's Sabre, Team",Gold
10859,Lszl Berti (Berty),Male,48,Over 30,,,HUN,1924,Fencing,"Fencing Men's Foil, Team",Bronze
10859,Lszl Berti (Berty),Male,48,Over 30,,,HUN,1924,Fencing,"Fencing Men's Sabre, Team",Silver
10862,Carl Adolf Hjalmar Bertilsson,Male,18,18-25,,,SWE,1908,Gymnastics,Gymnastics Men's Team All-Around,Gold
10863,Per Daniel Bertilsson,Male,19,18-25,,,SWE,1912,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
10866,Franco Bertinetti,Male,29,25-30,,,ITA,1952,Fencing,"Fencing Men's epee, Team",Gold
10866,Franco Bertinetti,Male,33,Over 30,,,ITA,1956,Fencing,"Fencing Men's epee, Team",Gold
10867,Marcello Bertinetti,Male,23,18-25,,,ITA,1908,Fencing,"Fencing Men's Sabre, Team",Silver
10867,Marcello Bertinetti,Male,39,Over 30,,,ITA,1924,Fencing,"Fencing Men's epee, Team",Bronze
17391,"Stephen ""Steve"" Calder",Male,26,25-30,204,96,CAN,1984,Sailing,Sailing Mixed Three Person Keelboat,Bronze
17402,Jos Manuel Caldern Borrallo,Male,26,25-30,191,90,ESP,2008,Basketball,Basketball Men's Basketball,Silver
2942,Knut Emil Willehard Alm,Male,31,Over 30,170,63,SWE,1920,Athletics,"Athletics Men's Cross-Country, Team",Bronze
316,Zagalav Abdulbekovich Abdulbekov,Male,26,25-30,160,62,URS,1972,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
8655,Mavlet Alavdinovich Batyrov,Male,20,18-25,160,60,RUS,2004,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
8655,Mavlet Alavdinovich Batyrov,Male,24,18-25,160,60,RUS,2008,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
8656,"Yanina Farkhadovna ""Yana"" Batyrshina",Female,16,Under 18,163,47,RUS,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
8657,Anna Yevgenyevna Batyushko,Female,22,18-25,164,69,BLR,2004,Weightlifting,Weightlifting Women's Middleweight,Silver
8662,Sabine Christiane Bau,Female,19,18-25,180,66,FRG,1988,Fencing,"Fencing Women's Foil, Individual",Silver
8662,Sabine Christiane Bau,Female,19,18-25,180,66,FRG,1988,Fencing,"Fencing Women's Foil, Team",Gold
8662,Sabine Christiane Bau,Female,23,18-25,180,66,GER,1992,Fencing,"Fencing Women's Foil, Team",Silver
15286,Gyrgy Brdy,Male,24,18-25,185,,HUN,1932,Water Polo,Water Polo Men's Water Polo,Gold
15286,Gyrgy Brdy,Male,28,25-30,185,,HUN,1936,Water Polo,Water Polo Men's Water Polo,Gold
15301,Michelle Kathleen Brogan-Griffiths,Female,23,18-25,186,80,AUS,1996,Basketball,Basketball Women's Basketball,Bronze
15301,Michelle Kathleen Brogan-Griffiths,Female,27,25-30,186,80,AUS,2000,Basketball,Basketball Women's Basketball,Silver
14085,Djamel Bouras,Male,24,18-25,184,78,FRA,1996,Judo,Judo Men's Half-Middleweight,Gold
12019,"Henry Thomas ""Harry"" Blackstaffe",Male,39,Over 30,,68,GBR,1908,Rowing,Rowing Men's Single Sculls,Gold
12020,Emma Stina Blackstenius,Female,20,18-25,173,69,SWE,2016,Football,Football Women's Football,Silver
12023,Michael Blackwood,Male,21,18-25,190,79,JAM,2000,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
17402,Jos Manuel Caldern Borrallo,Male,30,25-30,191,90,ESP,2012,Basketball,Basketball Men's Basketball,Silver
17402,Jos Manuel Caldern Borrallo,Male,34,Over 30,191,90,ESP,2016,Basketball,Basketball Men's Basketball,Bronze
17405,Mercedes Caldern Martnez,Female,26,25-30,,,CUB,1992,Volleyball,Volleyball Women's Volleyball,Gold
17406,Miguel Caldern Gmez,Male,21,18-25,183,79,CUB,1972,Basketball,Basketball Men's Basketball,Bronze
17407,Rosir Calderon Daz,Female,19,18-25,191,70,CUB,2004,Volleyball,Volleyball Women's Volleyball,Bronze
17410,Miguel Calds Luis,Male,25,18-25,185,85,CUB,1996,Baseball,Baseball Men's Baseball,Gold
17410,Miguel Calds Luis,Male,29,25-30,185,85,CUB,2000,Baseball,Baseball Men's Baseball,Silver
6305,Filiberto Azcuy Aguilera,Male,23,18-25,177,74,CUB,1996,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
6305,Filiberto Azcuy Aguilera,Male,27,25-30,177,74,CUB,2000,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
6306,Isaac Azcuy Oliva,Male,27,25-30,178,80,CUB,1980,Judo,Judo Men's Middleweight,Silver
7535,Jesper Bank,Male,31,Over 30,184,100,DEN,1988,Sailing,Sailing Mixed Three Person Keelboat,Bronze
7535,Jesper Bank,Male,35,Over 30,184,100,DEN,1992,Sailing,Sailing Mixed Three Person Keelboat,Gold
7535,Jesper Bank,Male,43,Over 30,184,100,DEN,2000,Sailing,Sailing Mixed Three Person Keelboat,Gold
12026,Mauritius Amandus Ghislenus Maurice Van Bladel,Male,34,Over 30,,,BEL,1920,Art Competitions,Art Competitions Mixed Literature,Bronze
12029,Bror Erik Alvar Bladstrm,Male,18,18-25,,,SWE,1936,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Gold
12035,Vakht'ang Blagidze,Male,25,18-25,160,52,URS,1980,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold
12036,Blagoy Blagoev,Male,23,18-25,168,82,BUL,1980,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
8662,Sabine Christiane Bau,Female,27,25-30,180,66,GER,1996,Fencing,"Fencing Women's Foil, Team",Bronze
8662,Sabine Christiane Bau,Female,31,Over 30,180,66,GER,2000,Fencing,"Fencing Women's Foil, Team",Bronze
8664,Herbert Bauch,Male,23,18-25,182,81,GDR,1980,Boxing,Boxing Men's Light-Heavyweight,Bronze
8667,Bernd Bauchspie,Male,25,18-25,182,82,GER,1964,Football,Football Men's Football,Bronze
8672,Mathieu Albert Daniel Bauderlique,Male,27,25-30,185,81,FRA,2016,Boxing,Boxing Men's Light-Heavyweight,Bronze
8678,Bernard Paul Arthur Baudoux,Male,28,25-30,,,FRA,1956,Fencing,"Fencing Men's Foil, Team",Silver
15303,"Cynthia Jane ""Cindy"" Brogdon",Female,19,18-25,177,70,USA,1976,Basketball,Basketball Women's Basketball,Silver
15309,"Kenneth L. ""Kenny"" Brokenburr",Male,31,Over 30,179,77,USA,2000,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
15319,Bertel Axel Hjalmar Broman,Male,38,Over 30,,,FIN,1928,Sailing,Sailing Mixed One Person Dinghy,Bronze
15322,"Pieter Marie Johan ""Piet"" Bromberg",Male,31,Over 30,,,NED,1948,Hockey,Hockey Men's Hockey,Bronze
337,Mukhammad Kadyr Abdullayev,Male,26,25-30,169,63,UZB,2000,Boxing,Boxing Men's Light-Welterweight,Gold
339,Namiq Yadulla Abdullayev,Male,25,18-25,167,55,AZE,1996,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
339,Namiq Yadulla Abdullayev,Male,29,25-30,167,55,AZE,2000,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
5275,Mariano Arrate Esnaola,Male,27,25-30,,,ESP,1920,Football,Football Men's Football,Silver
6317,"Anthony Lawrence ""Tony"" Azevedo",Male,26,25-30,186,90,USA,2008,Water Polo,Water Polo Men's Water Polo,Silver
12039,Yordanka Blagoeva Ivanova,Female,25,18-25,175,64,BUL,1972,Athletics,Athletics Women's High Jump,Silver
12039,Yordanka Blagoeva Ivanova,Female,29,25-30,175,64,BUL,1976,Athletics,Athletics Women's High Jump,Bronze
15334,Fritz Johan Charles Brommesson,Male,20,18-25,,,SWE,1924,Football,Football Men's Football,Bronze
15338,Lon Auguste Marie Bronckaert,Male,26,25-30,,,BEL,1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
1579,Nasuh Akar,Male,23,18-25,,,TUR,1948,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
1595,Hseyin Akba,Male,,,167,57,TUR,1956,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
6327,Abdul Wahid Aziz,Male,,,174,67,IRQ,1960,Weightlifting,Weightlifting Men's Lightweight,Bronze
6332,Tariq Aziz,Male,26,25-30,178,71,PAK,1964,Hockey,Hockey Men's Hockey,Silver
6332,Tariq Aziz,Male,30,25-30,178,71,PAK,1968,Hockey,Hockey Men's Hockey,Gold
4042,Jos Leandro Andrade,Male,22,18-25,179,77,URU,1924,Football,Football Men's Football,Gold
4042,Jos Leandro Andrade,Male,26,25-30,179,77,URU,1928,Football,Football Men's Football,Gold
5286,Juan Pedro Arremn,Male,29,25-30,,,URU,1928,Football,Football Men's Football,Gold
5288,Jordi Arrese Casta,Male,27,25-30,175,74,ESP,1992,Tennis,Tennis Men's Singles,Silver
5290,"Valeriano Pompeo Maurizio ""Valerio"" Arri",Male,27,25-30,,,ITA,1920,Athletics,Athletics Men's Marathon,Bronze
1595,Hseyin Akba,Male,,,167,57,TUR,1964,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
1601,Vehbi Akda,Male,23,18-25,168,62,TUR,1972,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
13106,Yann Bonato,Male,28,25-30,201,95,FRA,2000,Basketball,Basketball Men's Basketball,Silver
13108,Fernando Bonatti,Male,25,18-25,,,ITA,1920,Gymnastics,Gymnastics Men's Team All-Around,Gold
13112,Rumelyana Boncheva Stefanova,Female,23,18-25,176,69,BUL,1980,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
351,Julius Shareef Abdur-Rahim,Male,23,18-25,202,104,USA,2000,Basketball,Basketball Men's Basketball,Gold
6338,Minneula Zinyatovich Azizov,Male,29,25-30,171,73,URS,1980,Hockey,Hockey Men's Hockey,Bronze
6343,Karina Borisovna Aznavuryan,Female,21,18-25,170,59,RUS,1996,Fencing,"Fencing Women's epee, Team",Bronze
6343,Karina Borisovna Aznavuryan,Female,25,18-25,170,59,RUS,2000,Fencing,"Fencing Women's epee, Team",Gold
6343,Karina Borisovna Aznavuryan,Female,29,25-30,170,59,RUS,2004,Fencing,"Fencing Women's epee, Team",Gold
6345,Sandra Azn Canalda,Female,30,25-30,171,68,ESP,2004,Sailing,Sailing Women's Two Person Dinghy,Silver
6346,Jrmie Azou,Male,27,25-30,178,71,FRA,2016,Rowing,Rowing Men's Lightweight Double Sculls,Gold
13117,David John Were Bond,Male,26,25-30,,,GBR,1948,Sailing,Sailing Mixed Two Person Keelboat,Gold
357,Yusup Abdusalomov,Male,30,25-30,170,84,TJK,2008,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
359,Andrey Khakimovich Abduvaliyev,Male,26,25-30,190,125,EUN,1992,Athletics,Athletics Men's Hammer Throw,Gold
10867,Marcello Bertinetti,Male,39,Over 30,,,ITA,1924,Fencing,"Fencing Men's Sabre, Team",Gold
10867,Marcello Bertinetti,Male,43,Over 30,,,ITA,1928,Fencing,"Fencing Men's epee, Team",Gold
10871,Lorenzo Bertini,Male,28,25-30,187,70,ITA,2004,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
